Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
57361474,Local Woman Missing,Mary Kubica,"Kubica, Mary",,"=""077831166X""","=""9780778311669""",0,4.12,Park Row,Paperback,356,2021,2021,,2025/08/20,to-read,to-read (#163),to-read,,,,0,0
30689367,I Let You Go,Clare Mackintosh,"Mackintosh, Clare",,"=""1101987502""","=""9781101987506""",0,4.04,Berkley,Paperback,400,2016,2014,,2025/08/20,to-read,to-read (#162),to-read,,,,0,0
57115689,"On This Day She: Putting Women Back Into History, One Day At A Time",Jo Bell,"Bell, Jo","Tania Hershman, Ailsa Holland","=""178946272X""","=""9781789462722""",0,4.13,Metro Publishing,Kindle Edition,800,2021,2021,,2023/02/04,currently-reading,currently-reading (#1),currently-reading,,,,1,0
58065033,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,"=""""","=""""",4,4.28,Doubleday Books,Hardcover,390,2022,2022,2025/07/01,2024/04/13,,,read,,,,1,0
58587864,Insomnia,Sarah Pinborough,"Pinborough, Sarah",,"=""""","=""""",0,3.70,William Morrow,Hardcover,336,2022,2022,,2025/08/20,to-read,to-read (#161),to-read,,,,0,0
28965131,Behind Her Eyes,Sarah Pinborough,"Pinborough, Sarah",,"=""125011117X""","=""9781250111173""",0,3.79,Flatiron Books,Hardcover,307,2017,2017,,2025/08/20,to-read,to-read (#160),to-read,,,,0,0
19161835,Confessions,Kanae Minato,"Minato, Kanae",Stephen    Snyder,"=""0316200921""","=""9780316200929""",0,3.93,Mulholland Books,Paperback,240,2014,2008,,2025/08/20,to-read,to-read (#159),to-read,,,,0,0
124948406,They Never Learn,Layne Fargo,"Fargo, Layne",,"=""""","=""""",0,3.91,Gallery/Scout Press,Kindle Edition,349,2023,2020,,2025/08/20,to-read,to-read (#158),to-read,,,,0,0
52320705,Who Is Maud Dixon?,Alexandra  Andrews,"Andrews, Alexandra",,"=""0316500313""","=""9780316500319""",0,3.83,"Little, Brown And Company",Hardcover,324,2021,2021,,2025/08/20,to-read,to-read (#157),to-read,,,,0,0
57628810,56 Days,Catherine Ryan Howard,"Howard, Catherine Ryan",,"=""1982694653""","=""9781982694654""",0,3.74,Blackstone Publishing,Hardcover,305,2021,2021,,2025/08/20,to-read,to-read (#156),to-read,,,,0,0
29437949,Behind Closed Doors,B.A. Paris,"Paris, B.A.",,"=""1250121000""","=""9781250121004""",0,3.97,St. Martin's Press,Hardcover,293,2016,2016,,2025/08/20,to-read,to-read (#155),to-read,,,,0,0
56238004,The Good Lie,A.R. Torre,"Torre, A.R.",,"=""1542020174""","=""9781542020176""",0,4.11,Thomas & Mercer,Kindle Edition,257,2021,2021,,2025/08/20,to-read,to-read (#154),to-read,,,,0,0
62703226,The Only One Left,Riley Sager,"Sager, Riley",,"=""0593183223""","=""9780593183229""",0,4.13,Dutton,Hardcover,383,2023,2023,,2025/08/19,to-read,to-read (#153),to-read,,,,0,0
59808050,Daisy Darker,Alice Feeney,"Feeney, Alice",,"=""1250843936""","=""9781250843937""",0,3.76,Flatiron Books,Hardcover,352,2022,2022,,2025/08/19,to-read,to-read (#152),to-read,,,,0,0
58724923,Hidden Pictures,Jason Rekulak,"Rekulak, Jason",,"=""1250819342""","=""9781250819345""",0,4.15,Flatiron Books,Hardcover,372,2022,2022,,2025/08/19,to-read,to-read (#151),to-read,,,,0,0
62292419,She Started It,Sian Gilbert,"Gilbert, Sian",,"=""0063286297""","=""9780063286290""",0,3.57,William Morrow,Hardcover,352,2023,2023,,2025/08/19,to-read,to-read (#150),to-read,,,,0,0
196614815,Murder Road,Simone St. James,"James, Simone St.",,"=""0593200381""","=""9780593200384""",0,3.68,Berkley,Hardcover,341,2024,2024,,2025/08/19,to-read,to-read (#149),to-read,,,,0,0
60417443,The Family Game,Catherine Steadman,"Steadman, Catherine",,"=""0593158067""","=""9780593158067""",0,3.83,Ballantine Books,Hardcover,319,2022,2022,,2025/08/19,to-read,to-read (#148),to-read,,,,0,0
123430981,The Clinic,Cate Quinn,"Quinn, Cate",,"=""1728293987""","=""9781728293981""",0,3.52,Sourcebooks Landmark,Paperback,448,2024,2024,,2025/08/19,to-read,to-read (#147),to-read,,,,0,0
36373481,The Death of Mrs. Westaway,Ruth Ware,"Ware, Ruth",,"=""1501156217""","=""9781501156212""",0,3.80,Scout Press,Hardcover,368,2018,2018,,2025/08/19,to-read,to-read (#146),to-read,,,,0,0
57360704,Unmissing,Minka Kent,"Kent, Minka",,"=""""","=""""",0,3.98,Thomas & Mercer,Kindle Edition,252,2022,2022,,2025/08/19,to-read,to-read (#145),to-read,,,,0,0
42080142,The Turn of the Key,Ruth Ware,"Ware, Ruth",,"=""1501188771""","=""9781501188770""",0,3.91,Scout Press,Hardcover,337,2019,2019,,2025/08/19,to-read,to-read (#144),to-read,,,,0,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,4.17,Celadon Books,Hardcover,336,2019,2019,,2025/08/19,to-read,to-read (#143),to-read,,,,0,0
56269064,Rock Paper Scissors,Alice Feeney,"Feeney, Alice",,"=""1250266106""","=""9781250266101""",0,3.89,Flatiron Books,Hardcover,294,2021,2021,,2025/08/19,to-read,to-read (#142),to-read,,,,0,0
209823382,Tell Me What You Did,Carter   Wilson,"Wilson, Carter",,"=""1464226229""","=""9781464226229""",0,3.73,Poisoned Pen Press,Paperback,420,2025,2025,,2025/08/19,to-read,to-read (#141),to-read,,,,0,0
217506549,The Ghostwriter,Julie   Clark,"Clark, Julie",,"=""1464221286""","=""9781464221286""",0,4.10,Sourcebooks Landmark,Hardcover,328,2025,2025,,2025/08/19,to-read,to-read (#140),to-read,,,,0,0
218185743,Bat Eater and Other Names for Cora Zeng,Kylie Lee Baker,"Baker, Kylie Lee",,"=""0778368459""","=""9780778368458""",0,4.14,MIRA,Hardcover,304,2025,2025,,2025/08/19,to-read,to-read (#139),to-read,,,,0,0
217232622,Don't Believe Her,Nicola Sanders,"Sanders, Nicola",,"=""1763659917""","=""9781763659919""",0,4.00,,Kindle Edition,302,2024,2024,,2025/08/19,to-read,to-read (#138),to-read,,,,0,0
219833105,We Live Here Now,Sarah Pinborough,"Pinborough, Sarah",,"=""1250394058""","=""9781250394057""",0,3.74,Flatiron Books: Pine & Cedar,Hardcover,291,2025,2025,,2025/08/19,to-read,to-read (#137),to-read,,,,0,0
214175092,The Quiet Librarian,Allen Eskens,"Eskens, Allen",,"=""0316566314""","=""9780316566315""",0,4.18,Mulholland Books,Hardcover,320,2025,2025,,2025/08/19,to-read,to-read (#136),to-read,,,,0,0
57552455,"Weibo Feminism: Expression, Activism, and Social Media in China",Aviva Wei Xue,"Xue, Aviva Wei",Kate Rose,"=""1350231487""","=""9781350231481""",0,4.16,Bloomsbury Academic,Paperback,224,2022,,,2025/08/19,to-read,to-read (#135),to-read,,,,0,0
199698485,The God of the Woods,Liz    Moore,"Moore, Liz",,"=""""","=""""",0,4.12,Riverhead Books,Kindle Edition,490,2024,2024,,2025/08/18,to-read,to-read (#134),to-read,,,,0,0
25574782,Pretty Girls,Karin Slaughter,"Slaughter, Karin",,"=""0062430874""","=""9780062430878""",0,4.01,William Morrow,Paperback,432,2015,2015,,2025/08/18,to-read,to-read (#133),to-read,,,,0,0
56898223,A History of Wild Places,Shea Ernshaw,"Ernshaw, Shea",,"=""1982164808""","=""9781982164805""",0,3.92,Atria Books,Hardcover,354,2021,2021,,2025/08/18,to-read,to-read (#132),to-read,,,,0,0
60810479,Enough: the violence against women and how to end it,Harriet Johnson,"Johnson, Harriet",,"=""0008533083""","=""9780008533083""",0,4.51,4th Estate,Kindle Edition,197,2022,,,2025/08/18,to-read,to-read (#131),to-read,,,,0,0
179548436,The Best Way to Bury Your Husband,Alexia Casale,"Casale, Alexia",,"=""0593654609""","=""9780593654606""",0,3.68,Penguin Books,Paperback,400,2024,2024,,2025/08/18,to-read,to-read (#130),to-read,,,,0,0
52636419,The Wife Upstairs,Freida McFadden,"McFadden, Freida",,"=""""","=""""",4,4.06,Hollywood Upstairs Press,Kindle Edition,414,2020,2020,2025/08/18,2025/08/18,,,read,,,,1,0
220223963,Not Quite Dead Yet,Holly  Jackson,"Jackson, Holly",,"=""059397705X""","=""9780593977057""",0,4.20,Bantam,Hardcover,392,2025,2025,,2025/08/17,to-read,to-read (#129),to-read,,,,0,0
61267944,"Not Now, Not Ever: Ten years on from the misogyny speech",Julia Gillard,"Gillard, Julia",,"=""0143779761""","=""9780143779766""",0,4.26,Random House Australia,Kindle Edition,260,2022,,,2025/08/15,currently-reading,currently-reading (#6),currently-reading,,,,1,0
17607,All About Love: New Visions,bell hooks,"hooks, bell",,"=""0688168442""","=""9780688168445""",0,4.02,William Morrow,Hardcover,240,1999,1999,,2025/08/15,to-read,to-read (#128),to-read,,,,0,0
61313902,Five Survive,Holly  Jackson,"Jackson, Holly",,"=""0755504402""","=""9780755504404""",0,4.08,Electric Monkey,Hardcover,391,2022,2022,,2025/08/15,to-read,to-read (#127),to-read,,,,0,0
182484360,The Reappearance of Rachel Price,Holly  Jackson,"Jackson, Holly",,"=""0593374207""","=""9780593374207""",0,4.09,Delacorte Press,Hardcover,438,2024,2024,,2025/08/15,to-read,to-read (#126),to-read,,,,0,0
18775334,The Butcher,Jennifer Hillier,"Hillier, Jennifer",,"=""1476734216""","=""9781476734217""",0,4.10,Gallery Books,Hardcover,352,2014,2014,,2025/08/15,to-read,to-read (#125),to-read,,,,0,0
57645345,Twenty Years Later,Charlie Donlea,"Donlea, Charlie",,"=""1496727169""","=""9781496727169""",0,4.19,Kensington,Hardcover,357,2021,2021,,2025/08/15,to-read,to-read (#124),to-read,,,,0,0
222795065,The Fourth Daughter,Lyn Liao Butler,"Butler, Lyn Liao",,"=""166252904X""","=""9781662529047""",0,4.35,Lake Union Publishing,Kindle Edition,280,2025,2025,,2025/08/15,to-read,to-read (#123),to-read,,,,0,0
219828570,Lightning in a Mason Jar,Catherine Mann,"Mann, Catherine",,"=""1662525214""","=""9781662525216""",0,4.20,Lake Union Publishing,Kindle Edition,270,2025,2025,,2025/08/15,to-read,to-read (#122),to-read,,,,0,0
63241506,"Chinese Menu: The History, Myths, and Legends Behind Your Favorite Foods",Grace Lin,"Lin, Grace",,"=""0316486000""","=""9780316486002""",0,4.22,"Little, Brown Books for Young Readers",Hardcover,288,2023,2023,,2025/08/15,to-read,to-read (#121),to-read,,,,0,0
35036409,"My Brilliant Friend (Neapolitan Novels, #1)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",0,4.05,Penguin Random House ,Paperback,331,2012,2011,,2025/08/15,to-read,to-read (#120),to-read,,,,0,0
36373647,"When Life Gives You Lululemons (The Devil Wears Prada, #3)",Lauren Weisberger,"Weisberger, Lauren",,"=""1476778442""","=""9781476778440""",0,3.74,Simon & Schuster,Hardcover,343,2018,2018,,2025/08/15,to-read,to-read (#119),to-read,,,,0,0
29751398,The Power,Naomi Alderman,"Alderman, Naomi",,"=""0670919985""","=""9780670919987""",0,3.75,Viking,Hardcover,341,2017,2016,,2025/08/15,to-read,to-read (#118),to-read,,,,0,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,4.34,Grand Central Publishing,Kindle Edition,496,2017,2017,,2025/08/15,to-read,to-read (#117),to-read,,,,0,0
61153636,How to make work not suck,Carina Maggar,"Maggar, Carina",,"=""""","=""""",2,3.59,Laurence King,Paperback,159,2022,,2025/08/15,2025/03/06,,,read,,,,1,0
221544394,"We Are All Guilty Here (North Falls, #1)",Karin Slaughter,"Slaughter, Karin",,"=""0063336774""","=""9780063336773""",0,4.42,William Morrow,Hardcover,448,2025,2025,,2025/08/13,to-read,to-read (#116),to-read,,,,0,0
221115923,Too Old for This,Samantha  Downing,"Downing, Samantha",,"=""0593101030""","=""9780593101032""",0,4.02,Berkley,Hardcover,385,2025,2025,,2025/08/13,to-read,to-read (#115),to-read,,,,0,0
62334530,None of This Is True,Lisa Jewell,"Jewell, Lisa",,"=""1982179007""","=""9781982179007""",0,4.08,Atria Books,Hardcover,390,2023,2023,,2025/08/12,to-read,to-read (#114),to-read,,,,0,0
176451879,"Kill for Me, Kill for You",Steve Cavanagh,"Cavanagh, Steve",,"=""1668049341""","=""9781668049341""",0,4.15,Atria Books,Hardcover,340,2024,2023,,2025/08/11,to-read,to-read (#113),to-read,,,,0,0
127279000,Listen for the Lie,Amy Tintera,"Tintera, Amy",,"=""1250880319""","=""9781250880314""",0,4.08,Celadon Books,Hardcover,336,2024,2024,,2025/08/11,to-read,to-read (#112),to-read,,,,0,0
60556912,"The Housemaid (The Housemaid, #1)",Freida McFadden,"McFadden, Freida",,"=""1803144378""","=""9781803144375""",5,4.29,Bookouture,Kindle Edition,329,2022,2022,2025/08/11,2025/08/09,,,read,,,,1,0
32978572,"Hard Sell (21 Wall Street, #2)",Lauren Layne,"Layne, Lauren","Samantha Cook, Zachary Webber","=""1441735380""","=""9781441735386""",0,3.99,Blackstone Publishing,MP3 CD,,2018,2018,,2025/08/06,to-read,to-read (#111),to-read,,,,0,0
210473774,Penguin Readers Level 3: The Secret Dreamworld Of A Shopaholic (ELT Graded Reader),Sophie Kinsella,"Kinsella, Sophie",,"=""""","=""""",3,3.00,Balaji Publications,Hardcover,300,2023,,2025/05/01,2025/07/24,,,read,,,,1,0
197108968,The Family Experiment,John Marrs,"Marrs, John",,"=""1335000364""","=""9781335000361""",0,4.04,Hanover Square Press,Hardcover,384,2024,2024,,2025/07/23,to-read,to-read (#110),to-read,,,,0,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",5,4.20,Ballantine Books,Hardcover,368,2019,2019,2025/06/01,2025/07/04,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",5,4.40,Atria Books,Hardcover,389,2017,2017,2025/06/01,2025/07/04,,,read,,,,1,0
6081261,What I Wish I Knew When I Was 20,Tina Seelig,"Seelig, Tina",,"=""0061735191""","=""9780061735196""",4,3.80,HarperOne,Hardcover,184,2009,2009,2025/05/01,2025/04/02,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",4,4.33,Avery,Kindle Edition,319,2018,2018,2025/01/01,2025/01/29,,,read,,,,1,0
55404546,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798657""","=""9781524798659""",4,4.02,Ballantine Books,Hardcover,369,2021,2021,2025/07/01,2025/07/09,,,read,,,,1,0
58438337,Rebel Girls Climate Warriors: 25 Tales of Women Who Protect the Earth (Rebel Girls Minis),Rebel Girls,"Girls, Rebel",Cristina Mittermeier,"=""195342421X""","=""9781953424211""",4,4.57,Rebel Girls,Paperback,64,2022,,2025/07/01,2025/07/18,,,read,,,,1,0
220195725,Julie Chan Is Dead,Liann Zhang,"Zhang, Liann",,"=""1668067919""","=""9781668067918""",4,3.46,Atria Books,Kindle Edition,320,2025,2025,2025/07/01,2025/07/21,,,read,,,,1,0
51315974,Manipulated: Inside the Cyberwar to Hijack Elections and Distort the Truth,Theresa Payton,"Payton, Theresa",,"=""1538133512""","=""9781538133514""",0,3.73,Rowman & Littlefield Publishers,Kindle Edition,208,2020,,,2025/07/21,to-read,to-read (#109),to-read,,,,0,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.36,Ecco,Hardcover,368,2022,2022,,2025/07/17,to-read,to-read (#108),to-read,,,,0,0
127305853,The Women,Kristin Hannah,"Hannah, Kristin",,"=""1250178630""","=""9781250178633""",0,4.60,St. Martin's Press,Hardcover,471,2024,2024,,2025/07/17,to-read,to-read (#107),to-read,,,,0,0
17120207,How to Be Interesting: In 10 Simple Steps,Jessica Hagy,"Hagy, Jessica",,"=""0761174702""","=""9780761174707""",4,3.66,Workman Publishing Company,Paperback,272,2013,2013,2024/06/08,2024/06/07,,,read,"Reading ""How to Be Interesting"" is uninteresting, just like a nerd who wants to act positive and humanily. But I have to say, I enjoy it, and it is a picture book for adults. There are interesting pictures and short ideas, I learnt a lot of short expressions. And the most important point is it is so short, I finished it in a few hours. I think it is a beginning-level material for non-native speakers to practise reading.",,,1,0
54870131,The Day the World Stops Shopping: How Ending Consumerism Saves the Environment and Ourselves,J.B. MacKinnon,"MacKinnon, J.B.",,"=""0062856022""","=""9780062856029""",0,4.16,Ecco,Hardcover,336,2021,2021,,2025/07/05,to-read,to-read (#106),to-read,,,,0,0
220481360,The New Age of Sexism: How AI and Emerging Technologies Are Reinventing Misogyny,Laura Bates,"Bates, Laura",,"=""1464234361""","=""9781464234361""",0,4.50,Sourcebooks,Hardcover,352,2025,2025,,2025/07/04,to-read,to-read (#105),to-read,,,,0,0
59493858,"Fix the System, Not the Women",Laura Bates,"Bates, Laura",,"=""1398515418""","=""9781398515413""",0,4.49,Simon  Schuster Audio UK,Hardcover,208,2022,2022,,2025/07/04,currently-reading,currently-reading (#5),currently-reading,,,,1,0
48635408,Men Who Hate Women,Laura Bates,"Bates, Laura",,"=""""","=""""",0,4.34,Simon & Schuster UK,Kindle Edition,366,2020,2020,,2025/02/28,currently-reading,currently-reading (#4),currently-reading,,,,1,0
7581,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,Mark Nepo,"Nepo, Mark",,"=""1573241172""","=""9781573241175""",0,4.22,Conari Press,Paperback,436,2000,1999,,2025/06/24,to-read,to-read (#104),to-read,,,,0,0
13221308,Positive Intelligence: Why Only 20% of Teams and Individuals Achieve Their True Potential and How You Can Achieve Yours,Shirzad Chamine,"Chamine, Shirzad",,"=""1608322785""","=""9781608322787""",0,4.04,Greenleaf Book Group Press,Hardcover,224,2012,2012,,2025/06/15,to-read,to-read (#103),to-read,,,,0,0
62826123,"""No Offence, But...""",Gina  Martin,"Martin, Gina",,"=""1787636364""","=""9781787636361""",0,4.25,Bantam,Hardcover,352,2023,,,2025/05/30,currently-reading,currently-reading (#3),currently-reading,,,,1,0
212294434,Talk: The Science of Conversation and the Art of Being Ourselves,Alison Wood Brooks,"Brooks, Alison Wood",,"=""0593443497""","=""9780593443491""",0,4.02,Crown,Hardcover,336,2025,,,2025/05/13,to-read,to-read (#102),to-read,,,,0,0
215514806,"The Next Conversation: Argue Less, Talk More",Jefferson Fisher,"Fisher, Jefferson",,"=""0593718720""","=""9780593718728""",0,4.36,Tarcher,Hardcover,304,2025,2025,,2025/05/13,to-read,to-read (#101),to-read,,,,0,0
62898905,What’s Her Name: A History of the World in 70 Lost Women,Olivia Meikle,"Meikle, Olivia",What'sHerName Podcast,"=""1789295386""","=""9781789295382""",0,4.00,Michael O'Mara,Hardcover,0,2024,,,2025/05/11,to-read,to-read (#100),to-read,,,,0,0
49247043,This Is How They Tell Me the World Ends: The Cyberweapons Arms Race,Nicole Perlroth,"Perlroth, Nicole",,"=""1635576059""","=""9781635576054""",0,4.32,Bloomsbury Publishing,Hardcover,528,2021,2021,,2025/04/08,to-read,to-read (#99),to-read,,,,0,0
18465875,Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon,Kim Zetter,"Zetter, Kim",,"=""077043617X""","=""9780770436179""",0,4.17,Crown,Hardcover,406,2014,2014,,2025/04/08,to-read,to-read (#98),to-read,,,,0,0
52431662,A Leader's Guide to Cybersecurity: Why Boards Need to Lead--and How to Do It,Thomas J. Parenty,"Parenty, Thomas J.",Jack J. Domet,"=""1633697991""","=""9781633697997""",0,3.76,Harvard Business Review Press,Hardcover,208,2019,2019,,2025/04/08,to-read,to-read (#97),to-read,,,,0,0
20587901,Lean In for Graduates,Sheryl Sandberg,"Sandberg, Sheryl",,"=""0385353677""","=""9780385353670""",0,4.11,Knopf,Hardcover,406,2014,2014,,2025/04/02,to-read,to-read (#96),to-read,,,,0,0
195888801,Why Machines Learn: The Elegant Math Behind Modern AI,Anil Ananthaswamy,"Ananthaswamy, Anil",,"=""0593185749""","=""9780593185742""",0,4.37,Dutton,Hardcover,480,2024,2024,,2025/03/18,to-read,to-read (#95),to-read,,,,0,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.37,Scribner,Hardcover,368,2017,2017,,2025/03/08,to-read,to-read (#94),to-read,,,,0,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,4.36,Sceptre,Hardcover,342,2018,2018,,2025/03/08,to-read,to-read (#93),to-read,,,,0,0
40653191,Period Power: Harness Your Hormones and Get Your Cycle Working For You,Maisie Hill,"Hill, Maisie",,"=""147296361X""","=""9781472963611""",0,4.04,Green Tree,Paperback,352,2019,2019,,2025/03/07,to-read,to-read (#92),to-read,,,,0,0
57951422,You Coach You: How to Overcome Challenges and Take Control of Your Career,Helen Tupper,"Tupper, Helen",,"=""024150273X""","=""9780241502730""",0,3.98,Penguin Business,Paperback,320,2022,,,2025/03/07,to-read,to-read (#91),to-read,,,,0,0
44778173,"The Squiggly Career: The No.1 Sunday Times Business Bestseller - Ditch the Ladder, Discover Opportunity, Design Your Career",Helen Tupper,"Tupper, Helen",,"=""0241385849""","=""9780241385845""",0,3.94,Portfolio Penguin,Paperback,240,2022,2020,,2025/03/07,to-read,to-read (#90),to-read,,,,0,0
6684854,Beyond the Boys' Club: Achieving Career Success as a Woman Working in a Male Dominated Field,Suzanne Doyle-Morris,"Doyle-Morris, Suzanne",,"=""0956268803""","=""9780956268808""",0,3.49,Inclusiq Ltd,Paperback,300,2009,2009,,2025/03/01,to-read,to-read (#89),to-read,,,,0,0
17290914,"Forget a Mentor, Find a Sponsor: The New Way to Fast-Track Your Career",Sylvia Ann Hewlett,"Hewlett, Sylvia Ann",,"=""1422187160""","=""9781422187166""",0,3.72,Harvard Business Review Press,Paperback,256,2013,2013,,2025/03/01,to-read,to-read (#88),to-read,,,,0,0
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,"Ruiz, Miguel",Janet Mills,"=""1878424505""","=""9781878424501""",0,4.19,Amber-Allen Publishing,Hardcover,152,2001,1997,,2025/02/27,to-read,to-read (#87),to-read,,,,0,0
53642699,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,Brianna Wiest,"Wiest, Brianna",,"=""""","=""""",0,4.06,Thought Catalog Books,Kindle Edition,250,2020,2020,,2025/02/27,to-read,to-read (#86),to-read,,,,0,0
206036893,The Leadership Compass: The ultimate guide for women leaders to reach their full potential,Michelle Redfern,"Redfern, Michelle",,"=""1923186000""","=""9781923186002""",0,4.56,Major Street Publishing,Kindle Edition,228,2024,,,2025/02/21,to-read,to-read (#85),to-read,,,,0,0
98532,The Female Eunuch,Germaine Greer,"Greer, Germaine",Jennifer Baumgardner,"=""0374527628""","=""9780374527624""",0,3.68,"Farrar, Straus and Giroux",Paperback,400,2002,1970,,2025/02/02,to-read,to-read (#84),to-read,,,,0,0
17684326,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",J.K. Rowling,"=""1408703998""","=""9781408703991""",0,3.89,Sphere,Hardcover,449,2013,2013,,2025/01/30,to-read,to-read (#83),to-read,,,,0,0
5960563,Somewhere Towards the End,Diana Athill,"Athill, Diana",,"=""039306770X""","=""9780393067705""",0,3.72,W. W. Norton & Company,Hardcover,182,2009,2008,,2025/01/29,to-read,to-read (#82),to-read,,,,0,0
257649,Sexual Politics,Kate Millett,"Millett, Kate",,"=""0252068890""","=""9780252068898""",0,3.99,University of Illinois Press,Paperback,424,2000,1969,,2025/01/28,to-read,to-read (#81),to-read,,,,0,0
41716694,Wordslut: A Feminist Guide to Taking Back the English Language,Amanda Montell,"Montell, Amanda",,"=""006286887X""","=""9780062868879""",0,4.24,Harper,Hardcover,304,2019,2019,,2025/01/28,to-read,to-read (#80),to-read,,,,0,0
59228221,Bitch: On the Female of the Species,Lucy Cooke,"Cooke, Lucy",,"=""1541674898""","=""9781541674899""",0,4.45,Basic Books,Hardcover,400,2022,2022,,2025/01/28,to-read,to-read (#79),to-read,,,,0,0
164998450,Rich AF: The Winning Money Mindset That Will Change Your Life,Vivian Tu,"Tu, Vivian",,"=""""","=""9780593714928""",0,4.05,Portfolio,Kindle Edition,334,2023,2023,,2025/01/28,to-read,to-read (#78),to-read,,,,0,0
204927599,Nexus: A Brief History of Information Networks from the Stone Age to AI,Yuval Noah Harari,"Harari, Yuval Noah",,"=""059373422X""","=""9780593734223""",0,4.17,Random House,Hardcover,528,2024,2024,,2025/01/24,to-read,to-read (#77),to-read,,,,0,0
197516602,"The New Menopause: Navigating Your Path Through Hormonal Change with Purpose, Power, and Facts",Mary Claire Haver,"Haver, Mary Claire",,"=""059379625X""","=""9780593796252""",0,4.27,Rodale Books,Hardcover,304,2024,,,2025/01/15,to-read,to-read (#76),to-read,,,,0,0
10865206,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,"McGonigal, Kelly",,"=""1583334386""","=""9781583334386""",0,4.13,Avery,Hardcover,275,2011,2011,,2025/01/03,to-read,to-read (#75),to-read,,,,0,0
17859574,How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,"Adams, Scott",,"=""1591846919""","=""9781591846918""",0,4.06,Penguin Portfolio,Hardcover,248,2013,2013,,2025/01/01,to-read,to-read (#74),to-read,,,,0,0
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,"=""0142000280""","=""9780142000281""",0,4.01,Penguin Books,Paperback,267,2002,2001,,2024/12/18,to-read,to-read (#73),to-read,,,,0,0
15824358,The First 90 Days: Critical Success Strategies for New Leaders at All Levels,Michael D. Watkins,"Watkins, Michael D.",,"=""1422188612""","=""9781422188613""",0,3.85,Harvard Business Review Press,Hardcover,304,2013,2003,,2024/06/20,currently-reading,currently-reading (#2),currently-reading,,,,1,0
6452731,Justice: What's the Right Thing to Do?,Michael J. Sandel,"Sandel, Michael J.",,"=""0374180652""","=""9780374180652""",0,4.30,"Farrar, Straus and Giroux",Hardcover,308,2009,2007,,2024/11/21,to-read,to-read (#72),to-read,,,,0,0
206305049,Escape to Nature: Visit 75 of Australia's Best National Parks,Australian Geographic,"Geographic, Australian",,"=""1741178908""","=""9781741178906""",0,4.00,Hardie Grant Explore,Paperback,304,2024,,,2024/11/21,to-read,to-read (#71),to-read,,,,0,0
34189313,"The 5 Second Rule: Transform Your Life, Work, and Confidence with Everyday Courage",Mel Robbins,"Robbins, Mel",,"=""1682612392""","=""9781682612392""",0,3.86,Savio Republic,Kindle Edition,262,2017,2017,,2024/11/14,to-read,to-read (#70),to-read,,,,0,0
58505300,The High 5 Habit: Take Control of Your Life with One Simple Habit,Mel Robbins,"Robbins, Mel",,"=""1401962122""","=""9781401962128""",0,4.22,Hay House Inc.,Hardcover,257,2021,2021,,2024/11/14,to-read,to-read (#69),to-read,,,,0,0
170459,The Nuts and Bolts of College Writing,Michael Harvey,"Harvey, Michael",,"=""0872205738""","=""9780872205734""",0,3.69,"Hackett Publishing Company, Inc.",Paperback,103,2003,2003,,2024/11/14,to-read,to-read (#68),to-read,,,,0,0
